nome,cpf,endereco,plano
Breno Costela,03274561916,"Residencial de Sales, 16, Maria Virgínia, São Paulo, SP, Brasil",Ouro
Rhavi Farias,09417562380,"Recanto de Nunes, 43, Marilandia, São Paulo, SP, Brasil",Bronze
Maria Cecília Nogueira,68432597074,"Vila de Aragão, 5, Monsenhor Messias, São Paulo, SP, Brasil",Prata
Maria Júlia Correia,06958237102,"Loteamento de Rezende, 190, Estrela Do Oriente, São Paulo, SP, Brasil",Prata
Maria Luísa Monteiro,49102683750,"Esplanada Mendonça, 61, Ouro Preto, São Paulo, SP, Brasil",Ouro
Caleb Cassiano,19637824022,"Estrada de das Neves, 49, Conjunto Minas Caixa, São Paulo, SP, Brasil",Diamante
Sarah Pastor,49163820722,"Favela Lorena Rocha, 11, Vila Batik, São Paulo, SP, Brasil",Básico
Amanda da Cruz,14982307687,"Travessa de Garcia, 68, Coração De Jesus, São Paulo, SP, Brasil",Prata
Dom Marques,18650492711,"Favela Luiz Fernando Siqueira, 12, Vila Maloca, São Paulo, SP, Brasil",Ouro
Sra. Maya Leão,03168745235,"Passarela Camargo, 73, Corumbiara, São Paulo, SP, Brasil",Ouro
Carlos Eduardo Campos,63409217525,"Área João Guilherme Caldeira, 81, Luxemburgo, São Paulo, SP, Brasil",Bronze
Sr. Enzo Sales,41625793006,"Feira de Correia, 36, Universitário, São Paulo, SP, Brasil",Básico
Isaque Câmara,46930581224,"Passarela Caldeira, 2, Serra Verde, São Paulo, SP, Brasil",Diamante
João Pedro Aparecida,06239541842,"Feira Viana, 2, Cabana Do Pai Tomás, São Paulo, SP, Brasil",Básico
Helena Vasconcelos,37542801635,"Trecho Maria Sophia Leão, 12, Esperança, São Paulo, SP, Brasil",Ouro
Murilo Gonçalves,27456801967,"Alameda Leão, 22, Vila Da Paz, São Paulo, SP, Brasil",Bronze
Liam Gonçalves,59214630860,"Sítio de Pires, 134, Virgínia, São Paulo, SP, Brasil",Básico
Kevin Fonseca,58943716001,"Núcleo Rocha, 13, Leticia, São Paulo, SP, Brasil",Diamante
Aylla Freitas,40127365826,"Campo de Peixoto, 29, Belmonte, São Paulo, SP, Brasil",Prata
Isabelly Peixoto,02579618449,"Conjunto Vicente Moura, 44, Vila Mantiqueira, São Paulo, SP, Brasil",Ouro
Agatha da Rocha,35976240810,"Fazenda Ana Júlia da Rosa, 63, Conjunto Bonsucesso, São Paulo, SP, Brasil",Básico
Aurora Caldeira,75169280386,"Alameda Barros, 64, Novo Glória, São Paulo, SP, Brasil",Diamante
Catarina Rezende,98143527646,"Praia Sales, 71, Califórnia, São Paulo, SP, Brasil",Bronze
Pietro da Luz,26943180703,"Estrada Fonseca, 84, Santa Cruz, São Paulo, SP, Brasil",Bronze
Ana Cecília Fernandes,49658301215,"Estrada Silveira, 4, Jardim Atlântico, São Paulo, SP, Brasil",Prata
Sofia Rezende,30684517957,"Colônia de Pacheco, 26, Parque São José, São Paulo, SP, Brasil",Diamante
Anthony Gabriel da Mata,25716940307,"Via Monteiro, 37, Conjunto Califórnia I, São Paulo, SP, Brasil",Bronze
Dr. Anthony Gabriel Cassiano,41796832022,"Via Stephany Araújo, 71, Itatiaia, São Paulo, SP, Brasil",Ouro
Ana Luiza Ramos,75301648993,"Trecho Ayla Camargo, 55, São Gonçalo, São Paulo, SP, Brasil",Prata
Yago Carvalho,56291078449,"Lago Macedo, 9, Granja Werneck, São Paulo, SP, Brasil",Básico
Camila Pinto,03254896106,"Praia Nicole Marques, 88, Salgado Filho, São Paulo, SP, Brasil",Ouro
João Gabriel Azevedo,63102985777,"Pátio de Correia, 17, Lagoa, São Paulo, SP, Brasil",Diamante
Catarina das Neves,40281975388,"Jardim de Guerra, 63, Rio Branco, São Paulo, SP, Brasil",Diamante
Luna Cavalcanti,04267135916,"Quadra Lunna Jesus, 11, Engenho Nogueira, São Paulo, SP, Brasil",Bronze
André da Conceição,92831567068,"Alameda Andrade, 524, Inconfidência, São Paulo, SP, Brasil",Diamante
Maria Luísa Costa,19028476520,"Rua de Azevedo, 953, Biquinhas, São Paulo, SP, Brasil",Bronze
Rafaela Mendes,87914052388,"Praça Pereira, 47, Alto Dos Pinheiros, São Paulo, SP, Brasil",Prata
Sr. Pedro Henrique Rodrigues,93740651261,"Lago Correia, 3, Oeste, São Paulo, SP, Brasil",Prata
Hellena Sampaio,50236981730,"Ladeira da Conceição, 36, Lajedo, São Paulo, SP, Brasil",Prata
Thomas Araújo,56801723480,"Setor Gael Henrique Silva, 917, Marieta 1ª Seção, São Paulo, SP, Brasil",Ouro
Alícia Castro,82715364946,"Avenida de Martins, 83, Biquinhas, São Paulo, SP, Brasil",Bronze
Matheus Oliveira,13678245080,"Praia Lima, 33, Marçola, São Paulo, SP, Brasil",Bronze
Antony da Luz,35167890420,"Campo Vargas, 269, Minaslandia, São Paulo, SP, Brasil",Básico
Ana Clara Silveira,91870356268,"Parque de Ribeiro, 8, São Jorge 1ª Seção, São Paulo, SP, Brasil",Básico
Marcelo Melo,04926185342,"Sítio Brito, 83, Santa Tereza, São Paulo, SP, Brasil",Ouro
Bruna Abreu,82901354750,"Fazenda Azevedo, 12, Novo Das Industrias, São Paulo, SP, Brasil",Prata
João Vitor Moura,84735291032,"Trecho de Brito, 31, Madre Gertrudes, São Paulo, SP, Brasil",Básico
Sr. Noah Sampaio,46279805158,"Distrito de Melo, 16, Cidade Jardim, São Paulo, SP, Brasil",Prata
Dra. Giovanna da Rocha,94156832015,"Trevo de da Mota, 6, Barreiro, São Paulo, SP, Brasil",Ouro
Felipe Lima,59071248658,"Vila Davi Lucas Oliveira, 659, Cônego Pinheiro 1ª Seção, São Paulo, SP, Brasil",Diamante
Bianca Vargas,98715346200,"Viela de Rezende, 73, Lagoa, São Paulo, SP, Brasil",Diamante
Ryan Jesus,24510689306,"Vereda Teixeira, 55, Lindéia, São Paulo, SP, Brasil",Ouro
Rafaela Caldeira,09572314823,"Vila de Azevedo, 114, Palmeiras, São Paulo, SP, Brasil",Prata
Lavínia Santos,56273408190,"Jardim Bruna Brito, 427, Custodinha, São Paulo, SP, Brasil",Prata
Pietro Sampaio,20975864300,"Setor Sousa, 27, Sport Club, São Paulo, SP, Brasil",Prata
Lunna Alves,05193842704,"Trevo Brayan da Costa, 93, Aarão Reis, São Paulo, SP, Brasil",Básico
Dra. Stella Monteiro,08976124340,"Colônia de Vasconcelos, 92, Vila Satélite, São Paulo, SP, Brasil",Diamante
Dra. Nicole Cirino,57203691470,"Quadra Pacheco, 2, Sport Club, São Paulo, SP, Brasil",Diamante
Pedro Lucas Castro,90183246713,"Residencial Gustavo Araújo, 31, Pilar, São Paulo, SP, Brasil",Bronze
Thales Leão,82051374988,"Feira de Peixoto, 2, Vila Esplanada, São Paulo, SP, Brasil",Diamante
Asafe Vargas,95320617895,"Avenida de Rodrigues, 287, Tiradentes, São Paulo, SP, Brasil",Básico
Luan Mendes,28935710423,"Ladeira de Ferreira, 53, Trevo, São Paulo, SP, Brasil",Diamante
Laura Ramos,50762198303,"Lagoa Maria Laura Albuquerque, 6, Vila Oeste, São Paulo, SP, Brasil",Básico
Isaque Gomes,36172054961,"Quadra de Jesus, 46, Padre Eustáquio, São Paulo, SP, Brasil",Prata
Anna Liz Siqueira,16523749819,"Passarela Theo Andrade, 5, Lajedo, São Paulo, SP, Brasil",Diamante
Ana Júlia Dias,45709816230,"Feira André da Rocha, 24, Vila Olhos D'água, São Paulo, SP, Brasil",Básico
Mariah da Mota,10324856989,"Fazenda Costela, 24, Bom Jesus, São Paulo, SP, Brasil",Ouro
Ravi Azevedo,07268345135,"Conjunto Anthony Gabriel Teixeira, 46, Vila Santo Antônio, São Paulo, SP, Brasil",Bronze
Ana Sophia da Mota,81435697057,"Pátio Aragão, 6, Madre Gertrudes, São Paulo, SP, Brasil",Diamante
Enzo Cardoso,90356824756,"Praça Porto, 265, Pousada Santo Antonio, São Paulo, SP, Brasil",Bronze
Ana Vitória Ribeiro,67098132403,"Favela Kamilly das Neves, 21, Petropolis, São Paulo, SP, Brasil",Prata
Allana da Rocha,29617034840,"Residencial Freitas, 191, Vila Santa Rosa, São Paulo, SP, Brasil",Bronze
Sra. Amanda Jesus,49567803110,"Viaduto de Azevedo, 40, Santa Maria, São Paulo, SP, Brasil",Ouro
Maria Luiza Sá,19842036731,"Colônia Cecilia Viana, 37, Aparecida 7ª Seção, São Paulo, SP, Brasil",Diamante
Gabriel Novaes,28473165900,"Ladeira da Mata, 91, Vitoria Da Conquista, São Paulo, SP, Brasil",Prata
Maria Helena Freitas,91875263012,"Residencial Correia, 533, Oeste, São Paulo, SP, Brasil",Ouro
Yago Nogueira,34786190250,"Loteamento de Barbosa, 36, Pirineus, São Paulo, SP, Brasil",Prata
Arthur Gabriel Macedo,39857016448,"Setor de Sales, 965, Santa Cecilia, São Paulo, SP, Brasil",Básico
Arthur Miguel Vieira,73194865048,"Viaduto de Rios, 680, Apolonia, São Paulo, SP, Brasil",Básico
Davi Miguel Rezende,91563472864,"Colônia Melo, 13, Caetano Furquim, São Paulo, SP, Brasil",Básico
Maria Flor Moreira,93586241755,"Chácara de Lopes, 443, Cdi Jatoba, São Paulo, SP, Brasil",Ouro
Luiz Otávio Porto,75926031877,"Feira de Fogaça, 3, Esperança, São Paulo, SP, Brasil",Diamante
Luiz Fernando Lima,23184956709,"Parque Rocha, 3, Vila Sumaré, São Paulo, SP, Brasil",Bronze
Augusto Melo,03857241608,"Trecho Raul Azevedo, 34, Acaba Mundo, São Paulo, SP, Brasil",Ouro
Luigi da Paz,72805463153,"Passarela Bryan Marques, 246, Conjunto São Francisco De Assis, São Paulo, SP, Brasil",Básico
Luiz Gustavo Guerra,92487351691,"Travessa de Almeida, 50, Tupi B, São Paulo, SP, Brasil",Bronze
Maria Vitória Silva,32157964819,"Estrada de da Mata, 43, Santa Rita, São Paulo, SP, Brasil",Bronze
Sr. Augusto Siqueira,94873625173,"Morro Josué Abreu, 25, Vila Esplanada, São Paulo, SP, Brasil",Básico
Henrique da Mata,67053824144,"Lago de Correia, 77, Santa Inês, São Paulo, SP, Brasil",Bronze
José Miguel Fonseca,17542698001,"Campo de Correia, 14, Estrela, São Paulo, SP, Brasil",Diamante
Maria Sophia Lopes,58231076417,"Morro de Duarte, 71, Renascença, São Paulo, SP, Brasil",Bronze
Aurora Montenegro,63419570252,"Jardim Breno Novais, 7, Jardim Alvorada, São Paulo, SP, Brasil",Diamante
Lunna Vasconcelos,19650482776,"Recanto de Pimenta, 72, Novo Aarão Reis, São Paulo, SP, Brasil",Básico
Mathias Lopes,71290538603,"Vereda Aylla Novaes, 34, Primeiro De Maio, São Paulo, SP, Brasil",Diamante
Pedro Henrique Caldeira,23086491515,"Via Agatha Câmara, 9, Estoril, São Paulo, SP, Brasil",Prata
Luísa Borges,27514836071,"Conjunto de Melo, 71, Itatiaia, São Paulo, SP, Brasil",Ouro
Ana Julia Nogueira,58604293710,"Conjunto de da Cunha, 84, Pantanal, São Paulo, SP, Brasil",Básico
Sara da Rosa,07186943500,"Estrada Garcia, 91, Ermelinda, São Paulo, SP, Brasil",Bronze
Vitor Moraes,98345712088,"Condomínio de Pimenta, 49, Vila Vista Alegre, São Paulo, SP, Brasil",Diamante
Anthony Brito,79543068283,"Área de Cassiano, 45, Álvaro Camargos, São Paulo, SP, Brasil",Prata
Srta. Júlia Casa Grande,12506749802,"Travessa Maria Liz Dias, 25, Vila Aeroporto Jaraguá, São Paulo, SP, Brasil",Ouro
Hadassa Costela,82964710350,"Vale de Araújo, 33, Mineirão, São Paulo, SP, Brasil",Ouro
Dra. Julia da Rosa,83016597420,"Praça Camargo, 705, Gameleira, São Paulo, SP, Brasil",Prata
Calebe Novais,72843596092,"Loteamento de Guerra, 653, Marajó, São Paulo, SP, Brasil",Ouro
Maria Sophia Melo,37549810648,"Feira Costa, 10, Novo Santa Cecilia, São Paulo, SP, Brasil",Bronze
Nina Caldeira,50471968366,"Setor de Almeida, 1, Cinquentenário, São Paulo, SP, Brasil",Ouro
Miguel Silva,16370928577,"Feira Bento Novaes, 17, Canaa, São Paulo, SP, Brasil",Prata
Lucas Brito,85736241080,"Aeroporto de Monteiro, 56, Santa Efigênia, São Paulo, SP, Brasil",Básico
Letícia Moura,42695078102,"Lago Pedro Lucas Caldeira, 38, Vila Jardim São José, São Paulo, SP, Brasil",Diamante
Yasmin Casa Grande,25803716995,"Fazenda de Leão, 17, Vila Coqueiral, São Paulo, SP, Brasil",Bronze
Elisa Cunha,98163045701,"Lago Ísis Novaes, 11, Alto Dos Pinheiros, São Paulo, SP, Brasil",Bronze
Luiz Felipe Araújo,28740691322,"Viela Yago Pereira, 97, Dom Joaquim, São Paulo, SP, Brasil",Ouro
Maya Andrade,59608142342,"Praia de da Rosa, 358, Vila Sesc, São Paulo, SP, Brasil",Ouro
Igor Santos,45163782053,"Campo Moraes, 51, Monte Azul, São Paulo, SP, Brasil",Prata
Srta. Sarah Moura,15980476202,"Distrito Cirino, 42, Suzana, São Paulo, SP, Brasil",Prata
Ana Cecília Peixoto,25834719619,"Lago de Casa Grande, 27, Conjunto Santa Maria, São Paulo, SP, Brasil",Prata
Emanuel Souza,57410382988,"Estrada Natália Ramos, 4, Marçola, São Paulo, SP, Brasil",Bronze
Fernando da Luz,15264803790,"Via de Vieira, 419, Nossa Senhora Aparecida, São Paulo, SP, Brasil",Bronze
Yan Fonseca,19542637837,"Quadra Aparecida, 2, Ambrosina, São Paulo, SP, Brasil",Ouro
Manuella Rodrigues,14950786202,"Residencial de Teixeira, 4, Dom Bosco, São Paulo, SP, Brasil",Ouro
Isabelly Oliveira,23815640989,"Quadra Camargo, 647, Santa Monica, São Paulo, SP, Brasil",Básico
Fernando Cavalcante,49872160511,"Praia Cavalcante, 22, Lindéia, São Paulo, SP, Brasil",Ouro
Dr. Gabriel Barros,43298057150,"Lago de Andrade, 15, Itatiaia, São Paulo, SP, Brasil",Ouro
Guilherme Siqueira,13285604905,"Trecho Ísis da Luz, 898, Olaria, São Paulo, SP, Brasil",Básico
Sra. Emanuella Santos,37085429674,"Praça Barbosa, 72, Conjunto Santa Maria, São Paulo, SP, Brasil",Bronze
Ana Júlia Silveira,83204916570,"Morro Luana da Conceição, 92, Ouro Preto, São Paulo, SP, Brasil",Bronze
Mariana Borges,32964850151,"Lago Duarte, 472, Santa Sofia, São Paulo, SP, Brasil",Prata
Bruno Pires,89602573112,"Viela de Gonçalves, 73, Vila Nova Cachoeirinha 2ª Seção, São Paulo, SP, Brasil",Básico
Maria Eduarda Casa Grande,64520918758,"Núcleo de Pereira, 136, Camargos, São Paulo, SP, Brasil",Básico
Srta. Clara Garcia,23185746007,"Parque Montenegro, 1, Palmares, São Paulo, SP, Brasil",Prata
Ravy Siqueira,27019354823,"Vale Lara Moraes, 2, Vila Novo São Lucas, São Paulo, SP, Brasil",Prata
Stella Barros,65309741216,"Lagoa de Ramos, 12, Vila Piratininga Venda Nova, São Paulo, SP, Brasil",Básico
Emanuel da Rocha,05673198493,"Vale Farias, 679, São Cristóvão, São Paulo, SP, Brasil",Diamante
Srta. Cecília Abreu,72360819496,"Trevo de Correia, 4, Heliopolis, São Paulo, SP, Brasil",Bronze
Davi Lucas Nogueira,04136825951,"Rodovia Vargas, 24, Jardim São José, São Paulo, SP, Brasil",Bronze
Sra. Alana Moreira,61289573409,"Passarela Vasconcelos, 65, Goiania, São Paulo, SP, Brasil",Bronze
Larissa da Rocha,52067349856,"Travessa Isaque Cassiano, 62, Xangri-Lá, São Paulo, SP, Brasil",Prata
Isabel Guerra,39760851466,"Viela Guilherme da Mata, 1, Jardim Felicidade, São Paulo, SP, Brasil",Básico
Mirella Costela,05674398100,"Chácara de da Conceição, 78, Lourdes, São Paulo, SP, Brasil",Ouro
Helena Almeida,94187263004,"Campo Garcia, 41, Miramar, São Paulo, SP, Brasil",Prata
Alícia Alves,64390852124,"Quadra Lopes, 93, Mineirão, São Paulo, SP, Brasil",Prata
Sr. Pedro Abreu,68079123586,"Lagoa Camargo, 46, Jardinópolis, São Paulo, SP, Brasil",Prata
Maria Eduarda Monteiro,65087923186,"Rua Lorenzo Machado, 56, Vila Atila De Paiva, São Paulo, SP, Brasil",Básico
Antônio da Luz,52983674100,"Residencial Vasconcelos, 34, Custodinha, São Paulo, SP, Brasil",Ouro
Rafaela Cavalcanti,60831549289,"Trevo de Gonçalves, 26, São Francisco, São Paulo, SP, Brasil",Bronze
Vitor Gabriel Fonseca,48513269042,"Alameda Gael Pires, 60, Nossa Senhora Da Conceição, São Paulo, SP, Brasil",Diamante
Srta. Eloah Porto,16803594793,"Largo Larissa Casa Grande, 73, Santa Rita De Cássia, São Paulo, SP, Brasil",Prata
Gabriela Brito,35098642124,"Residencial de Lopes, 67, Horto Florestal, São Paulo, SP, Brasil",Básico
Yan Sousa,32197650416,"Viaduto de Gomes, 12, Conjunto Jardim Filadélfia, São Paulo, SP, Brasil",Básico
Daniel Azevedo,45719032860,"Passarela Fernanda Cardoso, 789, Califórnia, São Paulo, SP, Brasil",Prata
Ian Mendonça,69021347822,"Rodovia de Viana, 97, Novo Das Industrias, São Paulo, SP, Brasil",Prata
Liz Sampaio,24630958142,"Avenida Silva, 28, União, São Paulo, SP, Brasil",Básico
Maria Clara Aparecida,82315796059,"Vale Vieira, 441, Unidas, São Paulo, SP, Brasil",Diamante
Sr. Nathan Dias,14852067902,"Quadra de Martins, 8, Vila São Paulo, São Paulo, SP, Brasil",Prata
Ana Julia Almeida,26980513702,"Setor de Abreu, 99, Vila Madre Gertrudes 2ª Seção, São Paulo, SP, Brasil",Prata
Sarah Viana,62704138508,"Praça Silveira, 80, Santa Helena, São Paulo, SP, Brasil",Diamante
Apollo Moreira,95267831077,"Pátio Juan Araújo, 15, Vila Paquetá, São Paulo, SP, Brasil",Prata
Dra. Sarah Ramos,78910635401,"Fazenda de Albuquerque, 20, Santa Maria, São Paulo, SP, Brasil",Diamante
Dra. Maria Clara Sá,85064321970,"Colônia Castro, 69, Nova Gameleira, São Paulo, SP, Brasil",Bronze
Pedro Camargo,81465930701,"Lago Cavalcanti, 9, Vila Madre Gertrudes 1ª Seção, São Paulo, SP, Brasil",Ouro
Thomas Rodrigues,06891527368,"Residencial Farias, 874, Jardim Do Vale, São Paulo, SP, Brasil",Prata
Alícia Albuquerque,17458236035,"Núcleo de da Costa, 56, Oeste, São Paulo, SP, Brasil",Bronze
Dr. Bento Machado,72519843691,"Morro de da Cunha, 97, Castelo, São Paulo, SP, Brasil",Diamante
Pietra Pinto,56189047300,"Vale Novais, 22, Santa Amelia, São Paulo, SP, Brasil",Diamante
Manuela Jesus,95823764146,"Pátio Alves, 9, Leonina, São Paulo, SP, Brasil",Diamante
Yan Ribeiro,82631790413,"Distrito Peixoto, 96, São Francisco Das Chagas, São Paulo, SP, Brasil",Básico
Cauê da Mota,76418509285,"Jardim Davi Lucca Albuquerque, 11, Vila Jardim Leblon, São Paulo, SP, Brasil",Bronze
Heitor Cardoso,36124579006,"Favela de Cavalcante, 30, Mangueiras, São Paulo, SP, Brasil",Ouro
Dr. Lucas Rodrigues,75894016339,"Conjunto Gonçalves, 1, Vila São Gabriel, São Paulo, SP, Brasil",Prata
Maria Luiza da Cunha,73086591439,"Pátio Asafe Mendonça, 22, Buritis, São Paulo, SP, Brasil",Bronze
Bernardo Fogaça,10947253823,"Viela da Conceição, 69, Vila Nova Cachoeirinha 2ª Seção, São Paulo, SP, Brasil",Prata
José Vargas,98706534139,"Estação de da Mota, 46, Vila Nova Cachoeirinha 2ª Seção, São Paulo, SP, Brasil",Básico
Maysa Garcia,02546893700,"Estação Ana Laura Cavalcanti, 55, São Lucas, São Paulo, SP, Brasil",Ouro
Bryan Sales,78096453238,"Alameda de Fogaça, 20, Sport Club, São Paulo, SP, Brasil",Prata
Sr. Yuri Cardoso,89571046230,"Avenida Bruno Lima, 356, Bom Jesus, São Paulo, SP, Brasil",Prata
Valentim Cunha,72103968530,"Jardim Santos, 83, Tres Marias, São Paulo, SP, Brasil",Diamante
Sra. Larissa Cassiano,16043975866,"Travessa Pinto, 68, Cruzeiro, São Paulo, SP, Brasil",Diamante
Nicole Freitas,53069718221,"Fazenda de Novaes, 65, Conjunto Capitão Eduardo, São Paulo, SP, Brasil",Básico
Dom Pimenta,53672894109,"Aeroporto Antônio Aparecida, 99, Miramar, São Paulo, SP, Brasil",Básico
Dra. Sophie Porto,82315964024,"Aeroporto de Melo, 74, Havaí, São Paulo, SP, Brasil",Ouro
Maya Lima,51026739802,"Setor Zoe Nogueira, 78, Serra Verde, São Paulo, SP, Brasil",Ouro
Bernardo Melo,14796283528,"Lagoa de Vargas, 733, Conjunto Bonsucesso, São Paulo, SP, Brasil",Ouro
Daniel Silveira,01897324669,"Conjunto de Leão, 51, Guarani, São Paulo, SP, Brasil",Prata
Rafaela Rios,31859024670,"Feira Otto Vargas, 417, Vera Cruz, São Paulo, SP, Brasil",Bronze
Giovanna Novais,16870259321,"Conjunto Pires, 1, Minas Caixa, São Paulo, SP, Brasil",Diamante
Maria Vitória Sá,85261037921,"Loteamento de Garcia, 5, Marieta 1ª Seção, São Paulo, SP, Brasil",Ouro
Emanuel Campos,04598716339,"Recanto de Mendonça, 90, Glória, São Paulo, SP, Brasil",Prata
Luigi Câmara,56178432062,"Quadra Benjamin Carvalho, 3, São João, São Paulo, SP, Brasil",Diamante
Theodoro Rezende,75920134607,"Jardim de Novaes, 48, Olhos D'água, São Paulo, SP, Brasil",Prata
Julia Siqueira,65380179240,"Feira Vargas, 48, Nova Esperança, São Paulo, SP, Brasil",Ouro
Anthony Leão,67249318004,"Chácara Caldeira, 9, Inconfidência, São Paulo, SP, Brasil",Diamante
Esther Araújo,40956823700,"Lagoa de Siqueira, 59, Ademar Maldonado, São Paulo, SP, Brasil",Básico
Igor Martins,27034681996,"Recanto da Rosa, 390, Camponesa 1ª Seção, São Paulo, SP, Brasil",Diamante
Raul Correia,24601937507,"Rua Ana Clara Alves, 643, Prado, São Paulo, SP, Brasil",Diamante
Sophia Moraes,82614395773,"Sítio de Nogueira, 65, Vila Boa Vista, São Paulo, SP, Brasil",Básico
Sr. Benício Pereira,06934185242,"Feira Ayla Ribeiro, 80, Horto, São Paulo, SP, Brasil",Ouro
Calebe Albuquerque,78654290102,"Via Moreira, 15, João Pinheiro, São Paulo, SP, Brasil",Bronze
Melina Farias,18024735644,"Núcleo Macedo, 100, Esplanada, São Paulo, SP, Brasil",Prata
Marcos Vinicius Jesus,68320147913,"Viaduto Noah Guerra, 41, Vila Primeiro De Maio, São Paulo, SP, Brasil",Ouro
Srta. Ana Laura Siqueira,73129584609,"Condomínio da Costa, 86, Vila Barragem Santa Lúcia, São Paulo, SP, Brasil",Prata
Melina Aparecida,61740239580,"Esplanada Sales, 46, Cabana Do Pai Tomás, São Paulo, SP, Brasil",Bronze
Liz Ribeiro,63017529452,"Aeroporto Vinícius Cardoso, 59, Vila Jardim Alvorada, São Paulo, SP, Brasil",Prata
Gustavo da Mota,04897631203,"Trecho Agatha Sampaio, 3, Suzana, São Paulo, SP, Brasil",Bronze
Anthony Castro,86371952021,"Praia de Fogaça, 589, Conjunto Novo Dom Bosco, São Paulo, SP, Brasil",Básico
Alice Santos,06872531959,"Parque Nathan Costa, 60, Mantiqueira, São Paulo, SP, Brasil",Diamante
Fernanda Peixoto,35286490115,"Estrada Isabella Monteiro, 59, Apolonia, São Paulo, SP, Brasil",Bronze
Srta. Maria Sophia Teixeira,16397254070,"Residencial Nogueira, 61, Vila Santo Antônio Barroquinha, São Paulo, SP, Brasil",Ouro
Arthur Miguel Pimenta,40629781303,"Rua de Andrade, 761, Vila Maloca, São Paulo, SP, Brasil",Diamante
Sra. Valentina Siqueira,35048962133,"Área Sampaio, 50, Jardim Atlântico, São Paulo, SP, Brasil",Prata
Maria Helena Martins,56803921786,"Travessa Viana, 96, Embaúbas, São Paulo, SP, Brasil",Prata
Mariane Azevedo,56740389292,"Esplanada de Nascimento, 498, São Francisco Das Chagas, São Paulo, SP, Brasil",Prata
Samuel da Rocha,87301452950,"Rodovia Marques, 354, Braúnas, São Paulo, SP, Brasil",Diamante
João da Paz,61793458057,"Passarela de Pimenta, 51, Atila De Paiva, São Paulo, SP, Brasil",Prata
Dra. Kamilly Siqueira,81973650401,"Jardim Cecilia Vargas, 37, Funcionários, São Paulo, SP, Brasil",Bronze
Dom Almeida,94658102749,"Sítio Arthur Miguel Correia, 75, Miramar, São Paulo, SP, Brasil",Prata
Dr. Henry Gabriel Santos,75492103652,"Área Campos, 39, Vila São Geraldo, São Paulo, SP, Brasil",Bronze
Ryan Camargo,43961257043,"Travessa Araújo, 16, Havaí, São Paulo, SP, Brasil",Prata
Melissa Mendes,59734026810,"Área Igor Nascimento, 1, Santo Agostinho, São Paulo, SP, Brasil",Prata
Ana Luiza Martins,57932680140,"Avenida João Gabriel Siqueira, 49, Santa Monica, São Paulo, SP, Brasil",Ouro
Yago Pacheco,43726981004,"Sítio de Brito, 267, Teixeira Dias, São Paulo, SP, Brasil",Prata
José Miguel Pereira,63184792013,"Jardim de Almeida, 76, Mantiqueira, São Paulo, SP, Brasil",Básico
Alexandre da Conceição,46350287126,"Aeroporto Rebeca Ramos, 510, Vila Sumaré, São Paulo, SP, Brasil",Ouro
Maysa Vieira,68751042967,"Favela Vitor Fonseca, 859, Santo André, São Paulo, SP, Brasil",Bronze
Srta. Ana Julia Marques,43518270680,"Trecho de Mendonça, 54, Paraíso, São Paulo, SP, Brasil",Bronze
Luna Nascimento,81947623591,"Chácara Dom Cirino, 35, Ernesto Nascimento, São Paulo, SP, Brasil",Básico
Jade Garcia,38156294033,"Viaduto de Duarte, 92, Vila Da Luz, São Paulo, SP, Brasil",Prata
Gabriela da Cruz,60217845967,"Alameda Antony Andrade, 43, Beira Linha, São Paulo, SP, Brasil",Diamante
Jade Montenegro,76054923838,"Vale da Costa, 2, Vila Canto Do Sabiá, São Paulo, SP, Brasil",Diamante
Maria Eduarda Aparecida,52697140352,"Lagoa de Ribeiro, 870, Outro, São Paulo, SP, Brasil",Diamante
Maria Julia Novais,46392801570,"Vereda Aragão, 1, Cachoeirinha, São Paulo, SP, Brasil",Bronze
Antônio da Rocha,20345179897,"Lagoa Maria Fernanda da Cruz, 656, Providencia, São Paulo, SP, Brasil",Básico
Isaque Nunes,17092835640,"Passarela de da Rocha, 951, Vila Havaí, São Paulo, SP, Brasil",Básico
Ana Beatriz Pires,13708496566,"Área Beatriz Campos, 6, Vila Inestan, São Paulo, SP, Brasil",Básico
Théo Cunha,54018637993,"Vereda Stephany Rezende, 44, Antonio Ribeiro De Abreu 1ª Seção, São Paulo, SP, Brasil",Bronze
Luísa Leão,72964013896,"Trecho Laura Viana, 98, Bernadete, São Paulo, SP, Brasil",Bronze
Zoe da Rosa,25367190812,"Chácara Yuri Vieira, 800, Boa União 1ª Seção, São Paulo, SP, Brasil",Ouro
Luiz Fernando Porto,80654729158,"Viela Barros, 603, João Pinheiro, São Paulo, SP, Brasil",Ouro
Sr. Vinicius Casa Grande,60784329583,"Lago de Cavalcante, 733, Cônego Pinheiro 2ª Seção, São Paulo, SP, Brasil",Ouro
Luigi Pereira,70293846103,"Quadra Ísis Peixoto, 61, Vila Copasa, São Paulo, SP, Brasil",Prata
Rafael Freitas,48267039538,"Estação de Caldeira, 42, Tupi B, São Paulo, SP, Brasil",Bronze
Letícia das Neves,07913584297,"Núcleo de Oliveira, 34, Ventosa, São Paulo, SP, Brasil",Prata
Ana Laura Vasconcelos,59412683006,"Via Mendonça, 8, Conjunto Lagoa, São Paulo, SP, Brasil",Bronze
Sra. Maria Luiza Alves,98601374204,"Pátio de da Luz, 84, Alto Barroca, São Paulo, SP, Brasil",Bronze
