nome_medico,endereco,cidade,estado,pais,cep,latitude,longitude,especialidade,planos_aceitos,bairro
Dr(a). Ísis Ribeiro,"Quadra de Ramos, 9, Conjunto São Francisco De Assis",São Paulo,SP,Brasil,14585816,-23.524880122723545,-46.69753444677095,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Conjunto São Francisco De Assis
Dr(a). Maria Isis da Cunha,"Praça da Cruz, 29, Lorena",São Paulo,SP,Brasil,92874359,-23.55094067425818,-46.68933602586939,Clínico Geral,"[""Diamante""]",Lorena
Dr(a). Igor Porto,"Trecho Ryan Caldeira, 6, Nova Esperança",São Paulo,SP,Brasil,96017972,-23.529446664980934,-46.779422895498236,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Nova Esperança
Dr(a). Anthony Porto,"Vale André Monteiro, 58, Vila Tirol",São Paulo,SP,Brasil,14940-258,-23.502288088824873,-46.657650832126116,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Tirol
Dr(a). Sr. Caio Silveira,"Recanto de Rezende, 24, Marieta 2ª Seção",São Paulo,SP,Brasil,49739-793,-23.55426043881528,-46.74650622534523,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Marieta 2ª Seção
Dr(a). Valentina da Mota,"Vereda Martins, 529, Boa Vista",São Paulo,SP,Brasil,11437-531,-23.521473715473867,-46.637207129946816,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Boa Vista
Dr(a). Thales Gonçalves,"Alameda de Costela, 3, São Jorge 2ª Seção",São Paulo,SP,Brasil,72589-372,-23.50588620921799,-46.74326674969058,Pediatria,"[""Diamante""]",São Jorge 2ª Seção
Dr(a). Juan Freitas,"Chácara de Silveira, 586, Dona Clara",São Paulo,SP,Brasil,31367-274,-23.569443591641228,-46.722169282473196,Cardiologia,"[""Diamante""]",Dona Clara
Dr(a). Heloísa Abreu,"Estação de Rocha, 53, Aeroporto",São Paulo,SP,Brasil,03239533,-23.523045411878478,-46.73411374716691,Cardiologia,"[""Diamante""]",Aeroporto
Dr(a). Lucca Pinto,"Estação Lucas Gabriel Duarte, 9, Vila Bandeirantes",São Paulo,SP,Brasil,47863-436,-23.539458082334892,-46.6072245756313,Pediatria,"[""Diamante""]",Vila Bandeirantes
Dr(a). Theo da Paz,"Jardim de Guerra, 90, São Gonçalo",São Paulo,SP,Brasil,21651002,-23.52744842337879,-46.65420817841741,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",São Gonçalo
Dr(a). Otto Barbosa,"Vale Pereira, 36, Santa Amelia",São Paulo,SP,Brasil,46387-118,-23.501536821906925,-46.731731563170534,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santa Amelia
Dr(a). Henry Araújo,"Via de Teixeira, 10, Nova Esperança",São Paulo,SP,Brasil,15394530,-23.528814113511718,-46.7061094051042,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Nova Esperança
Dr(a). Bernardo Correia,"Esplanada Yago Fogaça, 2, Minas Caixa",São Paulo,SP,Brasil,24726-419,-23.526662602426754,-46.68266334299086,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Minas Caixa
Dr(a). Ágatha Costela,"Praia de Gonçalves, 9, Vila Batik",São Paulo,SP,Brasil,22260-649,-23.54915536215167,-46.70986734124969,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Vila Batik
Dr(a). Sr. Danilo Pinto,"Trecho Théo Sampaio, 462, Vila Batik",São Paulo,SP,Brasil,65880420,-23.548926581579614,-46.603306443840424,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Vila Batik
Dr(a). Raul Freitas,"Campo Teixeira, 7, Flamengo",São Paulo,SP,Brasil,85497701,-23.56402960278751,-46.653763508225786,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Flamengo
Dr(a). Natália Macedo,"Rodovia da Cruz, 195, Vila São João Batista",São Paulo,SP,Brasil,89904-772,-23.57043849752815,-46.76443036730105,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Vila São João Batista
Dr(a). Heloísa Castro,"Sítio Beatriz Novais, 10, Ipe",São Paulo,SP,Brasil,07057211,-23.588767317581727,-46.692690791689714,Cardiologia,"[""Diamante""]",Ipe
Dr(a). Asafe da Cunha,"Vila de Casa Grande, 97, Vila Havaí",São Paulo,SP,Brasil,62066325,-23.530489641986534,-46.648648385696895,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Havaí
Dr(a). Eloá Alves,"Esplanada Maria Júlia da Rosa, 13, Vila Sumaré",São Paulo,SP,Brasil,10292943,-23.52248729084327,-46.62861385308365,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Vila Sumaré
Dr(a). Maria Sophia Nogueira,"Vereda de Camargo, 47, Santa Tereza",São Paulo,SP,Brasil,43006198,-23.53604533581205,-46.73559256113607,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Santa Tereza
Dr(a). Agatha Lopes,"Jardim Antony Monteiro, 91, Confisco",São Paulo,SP,Brasil,33080-415,-23.538745913570562,-46.642958979805215,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Confisco
Dr(a). Maria Helena Moura,"Conjunto Julia Nogueira, 25, Ambrosina",São Paulo,SP,Brasil,13598-344,-23.538925157771658,-46.6101539669713,Dermatologia,"[""Ouro"",""Diamante""]",Ambrosina
Dr(a). Davi Gomes,"Recanto Ana Luiza Viana, 69, Laranjeiras",São Paulo,SP,Brasil,70984-558,-23.599121567975942,-46.65862444452833,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Laranjeiras
Dr(a). Sr. Luiz Henrique Vargas,"Vila de Costa, 40, Nossa Senhora Da Conceição",São Paulo,SP,Brasil,06902497,-23.519152512655847,-46.694544310750416,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Nossa Senhora Da Conceição
Dr(a). Dante da Mata,"Loteamento Luiza Guerra, 93, Vila Mantiqueira",São Paulo,SP,Brasil,48113700,-23.57653708705494,-46.778952583573734,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Mantiqueira
Dr(a). Rafael Fernandes,"Rua Cunha, 565, Flamengo",São Paulo,SP,Brasil,35676-172,-23.54570183667306,-46.78805542963692,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Flamengo
Dr(a). Isabella da Rocha,"Fazenda Mendonça, 1, Betânia",São Paulo,SP,Brasil,08407151,-23.50144486180504,-46.60047770212747,Dermatologia,"[""Diamante""]",Betânia
Dr(a). Sr. Thiago Carvalho,"Condomínio Anthony Costa, 6, São Gonçalo",São Paulo,SP,Brasil,03021879,-23.582125623252082,-46.71651532754997,Ortopedia,"[""Ouro"",""Diamante""]",São Gonçalo
Dr(a). Marcela Vieira,"Favela Yan Sales, 6, Santa Cruz",São Paulo,SP,Brasil,72589-399,-23.551480675591083,-46.76938185022169,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santa Cruz
Dr(a). Ana Júlia Pires,"Aeroporto Vitor da Conceição, 64, Coração De Jesus",São Paulo,SP,Brasil,77830080,-23.582376739379285,-46.69982267658068,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Coração De Jesus
Dr(a). Guilherme Teixeira,"Avenida Camargo, 71, Ventosa",São Paulo,SP,Brasil,60202453,-23.53763071749624,-46.71290704954482,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Ventosa
Dr(a). Liz Marques,"Núcleo Marques, 93, Cdi Jatoba",São Paulo,SP,Brasil,75799385,-23.51686083303633,-46.790351440660345,Ortopedia,"[""Diamante""]",Cdi Jatoba
Dr(a). Otto Lopes,"Aeroporto Ana Laura Ribeiro, 13, São João Batista",São Paulo,SP,Brasil,45291-070,-23.510980753437728,-46.773167917133264,Pediatria,"[""Ouro"",""Diamante""]",São João Batista
Dr(a). Miguel Moura,"Rodovia Dias, 931, Alto Barroca",São Paulo,SP,Brasil,13229-918,-23.515033217877427,-46.64717586855807,Pediatria,"[""Diamante""]",Alto Barroca
Dr(a). Joana da Mata,"Trecho Melo, 496, Vila Jardim Leblon",São Paulo,SP,Brasil,54294405,-23.532009579490545,-46.79125002465585,Cardiologia,"[""Diamante""]",Vila Jardim Leblon
Dr(a). Arthur Marques,"Largo Pinto, 79, Luxemburgo",São Paulo,SP,Brasil,75228-826,-23.571154481297455,-46.64882214806465,Ortopedia,"[""Ouro"",""Diamante""]",Luxemburgo
Dr(a). Daniela Garcia,"Vila Andrade, 4, Novo Aarão Reis",São Paulo,SP,Brasil,31899278,-23.542467516810618,-46.74924175742292,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Novo Aarão Reis
Dr(a). Luiz Otávio Alves,"Favela Luiz Otávio Correia, 6, Vitoria Da Conquista",São Paulo,SP,Brasil,12902-473,-23.540158363864176,-46.70397724795076,Pediatria,"[""Diamante""]",Vitoria Da Conquista
Dr(a). Isis Nogueira,"Aeroporto Júlia Fogaça, 6, Jaqueline",São Paulo,SP,Brasil,99580386,-23.52709958971313,-46.68847513812724,Clínico Geral,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Jaqueline
Dr(a). Thomas Azevedo,"Rua de Cavalcanti, 46, Jardim São José",São Paulo,SP,Brasil,09013-005,-23.502289364493166,-46.72215448568577,Cardiologia,"[""Diamante""]",Jardim São José
Dr(a). Rafael Jesus,"Vereda Matheus da Mata, 3, Piratininga",São Paulo,SP,Brasil,07083425,-23.551552110166316,-46.74358033070284,Dermatologia,"[""Diamante""]",Piratininga
Dr(a). Dr. Rafael das Neves,"Largo Bárbara da Conceição, 37, São Damião",São Paulo,SP,Brasil,37009-947,-23.57359904687397,-46.71010495238833,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",São Damião
Dr(a). José Pedro Melo,"Estação de Jesus, 60, Jardim Do Vale",São Paulo,SP,Brasil,66540-105,-23.588783803659354,-46.66609397551441,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Jardim Do Vale
Dr(a). Arthur Miguel Abreu,"Vereda Murilo Cirino, 87, Estrela",São Paulo,SP,Brasil,72311-246,-23.526183384427277,-46.749614117199044,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Estrela
Dr(a). Pedro Lucas Costela,"Parque de Cassiano, 39, Bairro Das Indústrias Ii",São Paulo,SP,Brasil,18748994,-23.542163614166647,-46.752926862213336,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Bairro Das Indústrias Ii
Dr(a). Sra. Ana Beatriz Barros,"Viaduto Davi Barros, 19, Bom Jesus",São Paulo,SP,Brasil,12290219,-23.595069331446712,-46.61711709290707,Cardiologia,"[""Ouro"",""Diamante""]",Bom Jesus
Dr(a). Calebe Moreira,"Ladeira de Farias, 11, Vila Santo Antônio Barroquinha",São Paulo,SP,Brasil,98487602,-23.577898169054162,-46.72787644948007,Dermatologia,"[""Ouro"",""Diamante""]",Vila Santo Antônio Barroquinha
Dr(a). Camila Araújo,"Largo de Siqueira, 61, Petropolis",São Paulo,SP,Brasil,93769964,-23.52923958831031,-46.635692296900054,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Petropolis
Dr(a). Gustavo Henrique Cavalcante,"Ladeira de Leão, 8, Vila Paris",São Paulo,SP,Brasil,98066251,-23.57313186293612,-46.758053308423555,Clínico Geral,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Paris
Dr(a). Anthony Gabriel Lima,"Esplanada de da Cruz, 35, Taquaril",São Paulo,SP,Brasil,13562211,-23.596346750004646,-46.62145921300949,Pediatria,"[""Diamante""]",Taquaril
Dr(a). Cauê Sales,"Morro Peixoto, 9, Monte Azul",São Paulo,SP,Brasil,05171-681,-23.589940203378802,-46.77390460173472,Clínico Geral,"[""Ouro"",""Diamante""]",Monte Azul
Dr(a). Srta. Clarice Fogaça,"Vereda da Rosa, 4, Jardim Vitoria",São Paulo,SP,Brasil,15884644,-23.567604387690352,-46.68146381277247,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Jardim Vitoria
Dr(a). Ana Laura Cavalcante,"Trevo Nogueira, 41, Ventosa",São Paulo,SP,Brasil,06515956,-23.58134600948814,-46.69837630166276,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Ventosa
Dr(a). Liz Casa Grande,"Largo Oliveira, 58, Pedreira Padro Lopes",São Paulo,SP,Brasil,12528905,-23.501394197421437,-46.63837844208512,Dermatologia,"[""Ouro"",""Diamante""]",Pedreira Padro Lopes
Dr(a). Yan Cunha,"Travessa Sophie Gomes, 24, Paraíso",São Paulo,SP,Brasil,68806281,-23.53531342562161,-46.643180449950925,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Paraíso
Dr(a). Gabriela Nogueira,"Passarela Arthur Caldeira, 2, Liberdade",São Paulo,SP,Brasil,35407-600,-23.520820970095023,-46.77742087321816,Clínico Geral,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Liberdade
Dr(a). Maria Vitória Mendes,"Estrada Pinto, 333, Pedreira Padro Lopes",São Paulo,SP,Brasil,90348-474,-23.539229860109394,-46.64199519124181,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Pedreira Padro Lopes
Dr(a). Davi Lucca Camargo,"Jardim Antony Gomes, 13, Varzea Da Palma",São Paulo,SP,Brasil,36175274,-23.592427967511348,-46.75896686130619,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Varzea Da Palma
Dr(a). Léo Camargo,"Recanto Camargo, 57, Tupi B",São Paulo,SP,Brasil,57838143,-23.58813147199604,-46.72220651893536,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Tupi B
Dr(a). Pedro Henrique Marques,"Lago Anthony Gabriel Santos, 254, Alpes",São Paulo,SP,Brasil,70043164,-23.517691770360294,-46.68643828427847,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Alpes
Dr(a). Maria Laura da Mata,"Área de da Rosa, 51, Guarani",São Paulo,SP,Brasil,18425-010,-23.515585461931746,-46.716606024015306,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Guarani
Dr(a). Maria Pimenta,"Favela Farias, 901, São Francisco",São Paulo,SP,Brasil,39563-033,-23.598648919657357,-46.76338201719166,Ortopedia,"[""Diamante""]",São Francisco
Dr(a). Dr. Asafe Souza,"Chácara Vitor Hugo Ferreira, 61, Trevo",São Paulo,SP,Brasil,75892-537,-23.50735311336078,-46.79738709428054,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Trevo
Dr(a). Luara Pimenta,"Área Peixoto, 719, Penha",São Paulo,SP,Brasil,95990050,-23.528736229235527,-46.60796101343124,Clínico Geral,"[""Ouro"",""Diamante""]",Penha
Dr(a). Marcelo Vieira,"Viaduto Mathias Vargas, 1, Vila Santa Monica 2ª Seção",São Paulo,SP,Brasil,88688-401,-23.597843918099557,-46.63903561483216,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Santa Monica 2ª Seção
Dr(a). Sr. Luan Cirino,"Lagoa Larissa Pacheco, 15, Novo Das Industrias",São Paulo,SP,Brasil,96084003,-23.517509300917517,-46.62665643174554,Ortopedia,"[""Ouro"",""Diamante""]",Novo Das Industrias
Dr(a). Julia Rocha,"Vale Barros, 3, Grota",São Paulo,SP,Brasil,50479649,-23.52773664213237,-46.689111574214856,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Grota
Dr(a). Pedro Lucas Carvalho,"Conjunto Júlia Fernandes, 8, Centro",São Paulo,SP,Brasil,74687766,-23.550852096707644,-46.74091414452706,Cardiologia,"[""Ouro"",""Diamante""]",Centro
Dr(a). João Gabriel Barros,"Vila de Fonseca, 314, Miramar",São Paulo,SP,Brasil,47559295,-23.554682021719174,-46.67300100274246,Dermatologia,"[""Diamante""]",Miramar
Dr(a). Ana Carolina Pimenta,"Jardim Sousa, 32, Canadá",São Paulo,SP,Brasil,01905258,-23.567989042004918,-46.61499968175659,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Canadá
Dr(a). Benício Moreira,"Lago Monteiro, 46, Vila União",São Paulo,SP,Brasil,67770-816,-23.509626576172945,-46.64925138390204,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila União
Dr(a). Mariane Moreira,"Distrito de Sampaio, 45, Cardoso",São Paulo,SP,Brasil,98545600,-23.51732401482231,-46.64711377804991,Cardiologia,"[""Diamante""]",Cardoso
Dr(a). Clara Garcia,"Ladeira Laís Câmara, 1, Vila Paquetá",São Paulo,SP,Brasil,24753-939,-23.59711548874997,-46.64164705958263,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Paquetá
Dr(a). Luiz Henrique Pastor,"Avenida de das Neves, 983, Vila Paris",São Paulo,SP,Brasil,08885828,-23.535307987061724,-46.6126794655235,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Paris
Dr(a). Dr. Rafael Ramos,"Vereda de da Mata, 54, Bonfim",São Paulo,SP,Brasil,68883-269,-23.550131036098183,-46.7249786734237,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Bonfim
Dr(a). Amanda Vargas,"Quadra de Vieira, 59, Lagoa",São Paulo,SP,Brasil,03608-335,-23.532950143602697,-46.775461167222744,Ortopedia,"[""Ouro"",""Diamante""]",Lagoa
Dr(a). Júlia Moraes,"Lagoa Porto, 81, Sion",São Paulo,SP,Brasil,18982-847,-23.50581090145325,-46.62103124204781,Pediatria,"[""Ouro"",""Diamante""]",Sion
Dr(a). Pietra Guerra,"Praia Ana Sophia Nunes, 21, Camargos",São Paulo,SP,Brasil,54652-975,-23.57788879568923,-46.648637829685434,Dermatologia,"[""Diamante""]",Camargos
Dr(a). Sr. Dom Fogaça,"Travessa Vieira, 72, Vila Sumaré",São Paulo,SP,Brasil,17224-946,-23.53924552649049,-46.6317494651417,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Vila Sumaré
Dr(a). Laura Pimenta,"Colônia Casa Grande, 374, Bom Jesus",São Paulo,SP,Brasil,33652900,-23.585694519520917,-46.66128737484362,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Bom Jesus
Dr(a). Antônio da Mota,"Vale Mendes, 29, Vila De Sá",São Paulo,SP,Brasil,06863781,-23.510474921600522,-46.79980534629809,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila De Sá
Dr(a). Joana Novais,"Morro Samuel Gonçalves, 78, Santa Tereza",São Paulo,SP,Brasil,62758847,-23.53211958133022,-46.75734214007251,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santa Tereza
Dr(a). Dra. Maysa das Neves,"Trecho Bruna Ferreira, 11, Nova Gameleira",São Paulo,SP,Brasil,69015-726,-23.52732987540223,-46.748453082297786,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Nova Gameleira
Dr(a). Ana Vitória Souza,"Viaduto Câmara, 57, Jonas Veiga",São Paulo,SP,Brasil,11310-812,-23.58119022723414,-46.78039352541395,Clínico Geral,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Jonas Veiga
Dr(a). Kaique Camargo,"Favela Fernandes, 78, Boa Vista",São Paulo,SP,Brasil,03111213,-23.53244442099343,-46.73225890236433,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Boa Vista
Dr(a). Gustavo Ribeiro,"Morro Murilo Silva, 75, Campo Alegre",São Paulo,SP,Brasil,99792-994,-23.534409170770342,-46.66119072051154,Dermatologia,"[""Diamante""]",Campo Alegre
Dr(a). Maitê Cardoso,"Residencial Mendonça, 8, Diamante",São Paulo,SP,Brasil,30593751,-23.5240048511882,-46.72757171488031,Clínico Geral,"[""Ouro"",""Diamante""]",Diamante
Dr(a). Olivia da Paz,"Colônia Lívia Sales, 71, Califórnia",São Paulo,SP,Brasil,75083-137,-23.50573130071971,-46.644875763624,Dermatologia,"[""Ouro"",""Diamante""]",Califórnia
Dr(a). Gabrielly Novaes,"Fazenda de Fernandes, 65, Cônego Pinheiro 2ª Seção",São Paulo,SP,Brasil,17800131,-23.581221918021335,-46.77861629960117,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Cônego Pinheiro 2ª Seção
Dr(a). Raul Santos,"Parque de Cunha, 70, São Gabriel",São Paulo,SP,Brasil,02543-015,-23.542328394422487,-46.789970561575025,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",São Gabriel
Dr(a). Isabel Dias,"Aeroporto Luiz Miguel das Neves, 17, Cônego Pinheiro 1ª Seção",São Paulo,SP,Brasil,34969583,-23.577811520672714,-46.608123285914274,Dermatologia,"[""Diamante""]",Cônego Pinheiro 1ª Seção
Dr(a). Sr. Gustavo Henrique Cirino,"Sítio Souza, 87, Graça",São Paulo,SP,Brasil,19998249,-23.5897723176907,-46.75002897845886,Cardiologia,"[""Diamante""]",Graça
Dr(a). Fernando da Conceição,"Morro Thiago Macedo, 804, Oeste",São Paulo,SP,Brasil,55735-569,-23.580265702212913,-46.712612082658545,Ortopedia,"[""Ouro"",""Diamante""]",Oeste
Dr(a). Dra. Heloísa Guerra,"Trecho Léo Barbosa, 56, Dom Silverio",São Paulo,SP,Brasil,26757418,-23.529131341626574,-46.68524110944461,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Dom Silverio
Dr(a). Apollo Fogaça,"Praça de Câmara, 82, Parque São José",São Paulo,SP,Brasil,52890565,-23.595671020895118,-46.621526478025935,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Parque São José
Dr(a). Sabrina Silveira,"Sítio de Montenegro, 40, Paquetá",São Paulo,SP,Brasil,30987296,-23.51955991334762,-46.60573418218115,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Paquetá
Dr(a). João Miguel Moreira,"Setor de Cunha, 12, Vila Nova Gameleira 3ª Seção",São Paulo,SP,Brasil,89420987,-23.52137836921203,-46.70321232109795,Cardiologia,"[""Ouro"",""Diamante""]",Vila Nova Gameleira 3ª Seção
Dr(a). Lavínia Rodrigues,"Alameda de Carvalho, 1, Lajedo",São Paulo,SP,Brasil,09628-610,-23.510989947196492,-46.79585667100378,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Lajedo
Dr(a). José Nascimento,"Praia de Novais, 312, Vila São Dimas",São Paulo,SP,Brasil,13298547,-23.521591733770144,-46.6995389418949,Dermatologia,"[""Diamante""]",Vila São Dimas
Dr(a). Srta. Anna Liz Farias,"Estrada Jesus, 56, Vila Real 1ª Seção",São Paulo,SP,Brasil,45534510,-23.50087704510057,-46.61168890126101,Pediatria,"[""Diamante""]",Vila Real 1ª Seção
Dr(a). Ravi Lucca Fogaça,"Viela de Cardoso, 47, Conjunto Novo Dom Bosco",São Paulo,SP,Brasil,88779-391,-23.59631537307914,-46.75037260641729,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Conjunto Novo Dom Bosco
Dr(a). Luana da Mota,"Trevo Melina Viana, 95, Vila União",São Paulo,SP,Brasil,14793-968,-23.576122731078602,-46.78483880324406,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila União
Dr(a). Sabrina Ribeiro,"Estação de Abreu, 39, Savassi",São Paulo,SP,Brasil,69840-152,-23.592928386841262,-46.61015673819277,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Savassi
Dr(a). Yuri Gonçalves,"Parque Vitor Gabriel Barros, 1, Coração Eucarístico",São Paulo,SP,Brasil,01338887,-23.51857911455001,-46.68750714753791,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Coração Eucarístico
Dr(a). Hellena Vieira,"Via Aragão, 77, Vila Da Amizade",São Paulo,SP,Brasil,81515-371,-23.52057611513418,-46.633102679209124,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Da Amizade
Dr(a). Sr. Isaque Câmara,"Distrito de Lima, 305, Túnel De Ibirité",São Paulo,SP,Brasil,17274172,-23.502010852195372,-46.693546502776265,Pediatria,"[""Ouro"",""Diamante""]",Túnel De Ibirité
Dr(a). Mateus Teixeira,"Travessa de Barros, 56, Vila Real 1ª Seção",São Paulo,SP,Brasil,82931-004,-23.592790500141856,-46.69410137793444,Pediatria,"[""Diamante""]",Vila Real 1ª Seção
Dr(a). Maitê Castro,"Viela de Teixeira, 1, Vila Paris",São Paulo,SP,Brasil,73789-356,-23.558846903376608,-46.68589475823676,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Paris
Dr(a). Danilo Santos,"Setor Stella Sampaio, 26, Vila Mantiqueira",São Paulo,SP,Brasil,68921936,-23.503540035627374,-46.64339878664452,Pediatria,"[""Diamante""]",Vila Mantiqueira
Dr(a). Thiago Fogaça,"Viela de Souza, 92, Penha",São Paulo,SP,Brasil,34224-512,-23.518385490798565,-46.77927041434745,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Penha
Dr(a). Davi Lucca Alves,"Favela Luiz Gustavo Martins, 7, Serra Do Curral",São Paulo,SP,Brasil,86135-622,-23.590734879279125,-46.63377671048862,Ortopedia,"[""Diamante""]",Serra Do Curral
Dr(a). Davi Luiz Dias,"Lago Barros, 491, Barro Preto",São Paulo,SP,Brasil,49205-047,-23.51673441639618,-46.750284429531156,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Barro Preto
Dr(a). Ana Clara Cardoso,"Ladeira Ana Beatriz Vasconcelos, 95, Nova Cintra",São Paulo,SP,Brasil,92931-030,-23.533577587074774,-46.789448106724045,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Nova Cintra
Dr(a). Theo Lima,"Estrada Mendes, 70, Liberdade",São Paulo,SP,Brasil,95671-113,-23.577260207472513,-46.68413161249493,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Liberdade
Dr(a). Davi Luiz da Cruz,"Aeroporto Henrique Silva, 29, Saudade",São Paulo,SP,Brasil,36337303,-23.540116382967096,-46.765735932218135,Dermatologia,"[""Ouro"",""Diamante""]",Saudade
Dr(a). Davi Miguel Sá,"Trevo Ana Vitória da Cunha, 74, Ventosa",São Paulo,SP,Brasil,06208561,-23.522673014018963,-46.782290344162085,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Ventosa
Dr(a). Gustavo Henrique Sousa,"Praia Mariana Cavalcante, 91, São Bernardo",São Paulo,SP,Brasil,60665-556,-23.59592950746328,-46.68988088954434,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",São Bernardo
Dr(a). Lara Pires,"Rua de Ribeiro, 6, Santa Isabel",São Paulo,SP,Brasil,56518-881,-23.51917004346879,-46.78706970922136,Cardiologia,"[""Ouro"",""Diamante""]",Santa Isabel
Dr(a). Eduardo Vieira,"Estação de Ribeiro, 81, Nova Granada",São Paulo,SP,Brasil,13141-443,-23.570874928463333,-46.6945979307577,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Nova Granada
Dr(a). Anna Liz Caldeira,"Colônia Mateus Pereira, 188, Vitoria",São Paulo,SP,Brasil,92409-748,-23.530402812970344,-46.77523662518232,Ortopedia,"[""Diamante""]",Vitoria
